paper_id,filename,title,authors,booktitle
590210,http:///www-robotics.usc.edu/~maja/publications/forerich.ps.gz,Studying the Role of Embodiment in Cognition.,"Mataric M.J.,",
590210,http:///www.cs.brandeis.edu/~maja/pubs/forerich.ps.gz,Studying the Role of Embodiment in Cognition.,"Mataric M.J.,",
590293,http://ftp://ftpipr.ira.uka.de/pub/papers/1995/ias95thl.ps.gz,KAN-TRA a natural language interface for intelligent robots.,"Langle, T., Lueth, T., Herzog, G., Stopp, E., and Kamstrup, G.","Intelligent Autonomous Systems IAS-4,"
590338,http://ftp://ftpipr.ira.uka.de/pub/conferences/EWLR-4/PROCEEDINGS/ewlr4_nuttin.ps.gz,Learning an industrial assembly task with complex objects and tolerances.,"Nuttin, M. and Brussel, H. V.","Fourth European Workshop on Learning Robots,"
590459,http://ftp://ftpipr.ira.uka.de/pub/papers/1994/roman94tcl.ps.gz,"Human-Machine Interaction for Intelligent Robots using Natural Language,","Lueth, T.C., Laengle, Th; Herzog, G.; Stopp, E.; Rembold, U.","IEEE Int. Workshop on Robot and Human Communication,"
590508,http://ftp://ftpipr.ira.uka.de/pub/papers/1993/icam93xc.ps.gz,Executing Elementary Assembly Operations by a Two-Arm Robot.,"Cheng, X.:","ICAM JSME Intl Conf. on Advanced Mechatronics,"
590525,http://ftp://ftpipr.ira.uka.de/pub/papers/1995/ecc95ip.ps.gz,"I.E., Nassal, U.M: Reactive Motion Control for an Omnidirectional Mobile Robot.","Paromtchik,","Submitted to IEEE Int. Conf. on Robotics and Automation,"
591016,http:///www-ai.ijs.si/AramKaralic/bibliography/1995c.ps,First order regression: Application in real-world domains.,Aram Karalic.,"Artificial Intelligence Techniques | AIT\'95,"
591017,http:///www-ai.ijs.si/AramKaralic/bibliography/1996c.ps,Producing More Comprehensible Models While Retaining Their Performance.,"Karalic, A.","Proceedings of Information, Statistics and Induction in Science ISIS\'96 (pp."
591121,http:///www-ai.ijs.si/AramKaralic/bibliography/1991a.ps,"'Significance Level Based Classification With Multiple Trees',","Karalic, A., Pirnat, V.:",
591567,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/SAS96-report.ps,Termination analysis for partial functions.,J. Brauburger and J. Giesl.,"In Proc. 3rd Int. Static Analysis Symp.,"
591567,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/ibn96-33.ps,Termination analysis for partial functions.,J. Brauburger and J. Giesl.,"In Proc. 3rd Int. Static Analysis Symp.,"
591567,http:///www.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-96-33.ps,Termination analysis for partial functions.,J. Brauburger and J. Giesl.,"In Proc. 3rd Int. Static Analysis Symp.,"
591567,http:///www.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-96-40.ps,Termination analysis for partial functions.,J. Brauburger and J. Giesl.,"In Proc. 3rd Int. Static Analysis Symp.,"
591570,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/SAS-report.ps,Termination Analysis for Functional Programs using Term Order-ings. Pr.,J. Giesl.,"2nd Int. Static Analysis Symp.,"
591570,http:///kirmes.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-95-25.ps,Termination Analysis for Functional Programs using Term Order-ings. Pr.,J. Giesl.,"2nd Int. Static Analysis Symp.,"
591604,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/rta-report.ps,Generating polynomial orderings for termination proofs.,J. Giesl.,"In Proceedings of RTA-95,"
591604,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/rta_extended.ps,Generating polynomial orderings for termination proofs.,J. Giesl.,"In Proceedings of RTA-95,"
591604,http:///kirmes.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-95-23.ps,Generating polynomial orderings for termination proofs.,J. Giesl.,"In Proceedings of RTA-95,"
591659,http://ftp://ftp.cs.uu.nl/pub/RUU/CS/techreps/CS-1994/1994-46.ps.gz,"Termination of Rewriting | Extensions, Comparison and Automatic Generation of Simplification Orderings.",J. Steinbach.,
591839,http:///kirmes.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-98-49.ps,Induction Proofs with Partial Functions.,J. Giesl.,
591919,http://ftp://ftp.cs.uu.nl/pub/RUU/CS/techreps/CS-1997/1997-07.ps.gz,Proving innermost normalisation automatically.,T. Arts and J. Giesl.,"In Proceedings of RTA\'97,"
591919,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/RTA97-report.ps,Proving innermost normalisation automatically.,T. Arts and J. Giesl.,"In Proceedings of RTA\'97,"
591919,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/RTA97.ps,Proving innermost normalisation automatically.,T. Arts and J. Giesl.,"In Proceedings of RTA\'97,"
591925,http:///www-sal.cs.uiuc.edu/~nachum/papers/natural-sterm94.ps.gz,Natural termination.,N. Dershowitz and C. Hoot.,
592001,http://ftp://ftp.cs.uu.nl/pub/RUU/CS/techreps/CS-1996/1996-15.ps.gz,Transforming termination by self-labelling.,"A. Middeldorp, H. Ohsaki, and H. Zantema.",
592055,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~giesl/Mod.ps,Modularity of termination using dependency pairs.,"T. Arts & J. Giesl,",
592055,http:///kirmes.inferenzsysteme.informatik.th-darmstadt.de/~reports/notes/ibn-97-45.ps,Modularity of termination using dependency pairs.,"T. Arts & J. Giesl,",
592055,http:///kirmes.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-97-46.ps,Modularity of termination using dependency pairs.,"T. Arts & J. Giesl,",
592126,http:///kirmes.inferenzsysteme.informatik.tu-darmstadt.de/~reports/notes/ibn-95-20.ps,Utilizing transitivity in containment tests.,Stefan Gerberding & Axel Noltemeier.,
592367,http:///www.cs.unm.edu/~kapur/abstracts/spec.jar.95.ps.gz,New Uses of Linear Arithmetic in Automated Theorem Proving for Induction.,D. Kapur and M. Subramaniam.,
592427,http://ftp://ftp.cs.unc.edu/pub/publications/techreports/96-015.ps.Z,Automated deduction techniques for classification in description logic systems.,M. Paramasivam and David A. Plaisted.,
592514,http://ftp://ftp.cse.unsw.edu.au/pub/users/andrewt/publications/1997/35.ps.Z,"Action Localness, Genericity and Invariants in STRIPS,","Foo, N., Nayak, A., Pagnucco, M., Peppas, P., and Zhang, Y.,","Proceedings of the Fifteenth International Joint Conference on Artificial Intelligence, IJCAI\'97,"
592515,http://ftp://ftp.cs.washington.edu/pub/ai/fabian_aips96.ps.Z,Least-Commitment Action Selection.,Marc Friedman and Danies S. Weld.,"In Proceedings of AIPS-96,"
592515,http:///www.cs.washington.edu/research/projects/ai/www/fabian_aips96.ps,Least-Commitment Action Selection.,Marc Friedman and Danies S. Weld.,"In Proceedings of AIPS-96,"
592826,http:///ai.fri.uni-lj.si/matjazk/bibliography/aimed96.ps,"`Machine learning in prognosis of the femoral neck fracture recovery\',","M. Kukar, I. Kononenko, and T. Silvester,","Artificial Intelligence in Medicine,"
592830,http:///ai.fri.uni-lj.si/papers/robnik96-tr-RReliefF.ps,"`Non-myopic attribute estimation in regression\',","M. Robnik- Sikonja and I. Kononenko,",
592830,http:///ai.fri.uni-lj.si/papers/robnik96-tr-RReliefF.ps.gz,"`Non-myopic attribute estimation in regression\',","M. Robnik- Sikonja and I. Kononenko,",
592830,http:///www.ai.univie.ac.at/icml_ws/robnik.ps.Z,"`Non-myopic attribute estimation in regression\',","M. Robnik- Sikonja and I. Kononenko,",
592878,http:///www.cse.ucsc.edu/research/compbio/papers/generalized-profile.ps.gz,A flexible motif search technique based on generalized profiles.,"Philipp Bucher, Kevin Karplus, Nicolas Moeri, and Kay Hoffman.",
592895,http://ftp://ftp.cse.ucsc.edu/pub/tr/ucsc-crl-95-11.ps.Z,Regularizers for estimating distributions of amino acids from small samples.,Kevin Karplus.,"In ISMB-95,"
592973,http://ftp://ftp.dai.ed.ac.uk/pub/user/chrisg/chrisg_dss_paper_resubmitted_to_ecai94workshop.ps.gz,Dynamic training subset selection for supervised learning in genetic programming.,Chris Gathercole and Peter Ross.,"Parallel Problem Solving from Nature III,"
592975,http://ftp://ftp.dai.ed.ac.uk/pub/user/chrisg/chrisg_for_public_gp97_lef.ps.gz,Tackling the boolean even n parity problem with genetic programming and limited-error fitness.,Chris Gathercole and Peter Ross.,"In Genetic Programming 1997: Proceedings of the Second Annual Conference,"
592986,http://ftp://ftp.dai.ed.ac.uk/pub/user/chrisg/chrisg_for_public_gp97_small_pops.ps.gz,Small populations over many generations can beat large populations over few generations in genetic programming.,Chris Gathercole and Peter Ross.,"In Genetic Programming 1997: Proceedings of the Second Annual Conference,"
592993,http://ftp://ftp.mad-scientist.com/pub/genetic-programming/papers/WCCI94_CPC.ps.Z,Context preserving crossover in genetic programming.,P. D\'haeseleer.,"In Proceedings of the 1994 IEEE World Congress on Computational Intelligence,"
592996,http://ftp://ftp.cs.rochester.edu/pub/papers/ai/95.tr566.Analysis_of_hierarchical_genetic_programming.ps.gz,AN ANALYSIS OF HIERARCHICAL GENETIC PROGRAMMING.,Justinian P. Rosca.,
592996,http://ftp://ftp.cs.rochester.edu/pub/u/rosca/gp/95.tr566.ps.gz,AN ANALYSIS OF HIERARCHICAL GENETIC PROGRAMMING.,Justinian P. Rosca.,
592996,http://ftp://ftp.cs.rochester.edu/pub/u/rosca/gp/96.aigp2.dsgp.ps.gz,AN ANALYSIS OF HIERARCHICAL GENETIC PROGRAMMING.,Justinian P. Rosca.,
593022,http:///www.cs.ucl.ac.uk/staff/C.Harris/gp96com.ps,"A distributed, component-based ge-netic programming system in C++. Research Note RN/96/2,",Christopher Harris and Bernard Buxton. GP-COM:,
593022,http:///www.cs.ucl.ac.uk/staff/C.Harris/gpcom.ps.gz,"A distributed, component-based ge-netic programming system in C++. Research Note RN/96/2,",Christopher Harris and Bernard Buxton. GP-COM:,
593051,http:///www.brunel.ac.uk/~cspgssk/documents/nca97/NCA97.ps.gz,Genetic algorithms and genetic programming for control.,Dimitris C. Dracopoulos.,"Evolutionary Algorithms in Engineering Applications,"
593060,http:///www.cs.brandeis.edu/~hugues/papers/AAAI_GP_95.ps.gz,Massively parallel genetic programming.,Hugues Juille and Jordan B. Pollack.,"Advances in Genetic Programming 2, chapter 17,"
593060,http:///www.demo.cs.brandeis.edu/papers/gp2.ps,Massively parallel genetic programming.,Hugues Juille and Jordan B. Pollack.,"Advances in Genetic Programming 2, chapter 17,"
593060,http:///www.demo.cs.brandeis.edu/papers/gp2.ps.Z,Massively parallel genetic programming.,Hugues Juille and Jordan B. Pollack.,"Advances in Genetic Programming 2, chapter 17,"
593064,http:///www-cs-faculty.stanford.edu/~koza/HECfuture.ps,Future work and practical applications of genetic programming.,John R. Koza.,"Handbook of Evolutionary Computation, pages H1.1-1-6."
593068,http:///www-cs-faculty.stanford.edu/~koza/GPfpga.ps,Rapidly reconfigurable field-programmable gate arrays for accelerating fitness evaluation in genetic programming.,"John R. Koza, Forrest H Bennett III, Jeffrey L. Hutchings, Stephen L. Bade, Martin A. Keane, and David Andre.","Late Breaking Papers at the 1997 Genetic Programming Conference,"
593068,http:///www.genetic-programming.com/ASILIMOAR97.ps,Rapidly reconfigurable field-programmable gate arrays for accelerating fitness evaluation in genetic programming.,"John R. Koza, Forrest H Bennett III, Jeffrey L. Hutchings, Stephen L. Bade, Martin A. Keane, and David Andre.","Late Breaking Papers at the 1997 Genetic Programming Conference,"
593068,http:///www.genetic-programming.com/IJCAIWS97.ps,Rapidly reconfigurable field-programmable gate arrays for accelerating fitness evaluation in genetic programming.,"John R. Koza, Forrest H Bennett III, Jeffrey L. Hutchings, Stephen L. Bade, Martin A. Keane, and David Andre.","Late Breaking Papers at the 1997 Genetic Programming Conference,"
593091,http:///www.cs.jhu.edu/~sheppard/cs.605.755/papers/paper7-2.ps,A summary of research on parallel genetic algorithms.,Erick Cantu-Paz.,
593104,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/papers/CSRP-97-22.ps.gz,Fitness causes bloat: Mutation.,W. B. Langdon and R. Poli.,"Late Breaking Papers at the GP-97 Conference,"
593104,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/papers/WBL.bloat_wsc2.ps.gz,Fitness causes bloat: Mutation.,W. B. Langdon and R. Poli.,"Late Breaking Papers at the GP-97 Conference,"
593104,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1997/CSRP-97-09.ps.gz,Fitness causes bloat: Mutation.,W. B. Langdon and R. Poli.,"Late Breaking Papers at the GP-97 Conference,"
593104,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1997/CSRP-97-16.ps.gz,Fitness causes bloat: Mutation.,W. B. Langdon and R. Poli.,"Late Breaking Papers at the GP-97 Conference,"
593104,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1997/CSRP-97-29.ps.gz,Fitness causes bloat: Mutation.,W. B. Langdon and R. Poli.,"Late Breaking Papers at the GP-97 Conference,"
593105,http://ftp://cs.ucl.ac.uk/genetic/papers/WBL.aigp2.ch20.ps,A bibliography for genetic programming.,William B. Langdon.,"Advances in Genetic Programming 2, chapter B,"
593155,http:///www.cwi.nl/~gruau/gruau/e.ps.gz,Cellular encoding for interactive evolutionary robotics.,"Gruau, F. and Quatramaran, K.",
593201,http://ftp://borneo.gmd.de/pub/as/ga/gmd_as_ga-93_05.ps,Evolving optimal neural networks using genetic algorithms with Occam\'s razor.,B. T. Zhang and H. Muhlenbein.,
593209,http://ftp://ftp.cs.bham.ac.uk/pub/authors/R.Poli/wsc96.ps.gz,Some steps towards a form of parallel distributed genetic programming.,R. Poli.,"In The 1st Online Workshop on Soft Computing (WSC1),"
593209,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1996/CSRP-96-15.ps.gz,Some steps towards a form of parallel distributed genetic programming.,R. Poli.,"In The 1st Online Workshop on Soft Computing (WSC1),"
593209,http:///www.bioele.nuee.nagoya-u.ac.jp/wsc1/papers/files/poli.ps.gz,Some steps towards a form of parallel distributed genetic programming.,R. Poli.,"In The 1st Online Workshop on Soft Computing (WSC1),"
593210,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1996/CSRP-96-14.ps.gz,"Discovery of symbolic, neuro-symbolic and neural networks with parallel distributed genetic programming.",Riccardo Poli.,"In 3rd International Conference on Artificial Neural Networks and Genetic Algorithms,"
593222,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1995/CSRP-95-12.ps.gz,"'Hopfield neural nets for the optimum segmentation of medical images', in Handbook of Neural Computation,","R. Poli and G. Valli,",
593240,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1996/CSRP-96-01.ps.gz,Genetic programming with user-driven selection: Experiments on the evolution of algorithms for image enhancement.,Riccardo Poli and Stefano Cagnoni.,"Genetic Programming 1997: Proceedings of the Second Annual Conference,"
593240,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1997/CSRP-97-05.ps.gz,Genetic programming with user-driven selection: Experiments on the evolution of algorithms for image enhancement.,Riccardo Poli and Stefano Cagnoni.,"Genetic Programming 1997: Proceedings of the Second Annual Conference,"
593248,http:///www.brunel.ac.uk/~cspgssk/documents/gp96/gp96.ps.gz,Speeding up genetic programming: A parallel BSP implementation.,Dimitris C. Dracopoulos and Simon Kent.,"Genetic Programming 1996: Proceedings of the First Annual Conference,"
593249,http:///www.cwi.nl/~ehrenbur/GP96paper.ps.gz,Improved direct acyclic graph handling and the combine operator in genetic programming.,Herman Ehrenburg.,"Genetic Programming 1996: Proceedings of the First Annual Conference,"
593260,http:///www.cs.umd.edu/users/seanl/papers/graph-paper.ps,Evolving graphs and networks with edge encoding: Preliminary report.,S. Like and L. Spector.,"Late Breaking Papers at the Genetic Programming 1996 Conference,"
593260,http:///www.cs.umd.edu/users/seanl/papers/graph-paper.ps.gz,Evolving graphs and networks with edge encoding: Preliminary report.,S. Like and L. Spector.,"Late Breaking Papers at the Genetic Programming 1996 Conference,"
593260,http:///www.cs.umd.edu/~seanl/papers/graph-paper.ps,Evolving graphs and networks with edge encoding: Preliminary report.,S. Like and L. Spector.,"Late Breaking Papers at the Genetic Programming 1996 Conference,"
593261,http:///cuiwww.unige.ch/~chopard/Genetics/GP96.ps,Parallel genetic programming: An application to trading models evolution.,"Mouloud Oussaidene, Bastien Chopard, Olivier V. Pictet, and Marco Tomassini.","Genetic Programming 1996: Proceedings of the First Annual Conference,"
593328,http:///www-cs-faculty.stanford.edu/~koza/CIRAfly.ps,"'Evolution of a time-optimal fly-to controller circuit using genetic programming,'","J. R. Koza, F. H Bennett III, M. A. Keane, and D. Andre,","(editors),Genetic Programming 1997: Proceedings of the Second Annual Conference,"
593328,http:///www-cs-faculty.stanford.edu/~koza/GPfly.ps,"'Evolution of a time-optimal fly-to controller circuit using genetic programming,'","J. R. Koza, F. H Bennett III, M. A. Keane, and D. Andre,","(editors),Genetic Programming 1997: Proceedings of the Second Annual Conference,"
593329,http:///www-cs-faculty.stanford.edu/~koza/GPway.ps,"'Use of architecture-altering operations to dynamically adapt a three-way analog source identification circuit to accommodate a new source,'","J. R. Koza, F. H Bennett III, J. Lohn, F. Dunlap, D. Andre, and M. A. Keane,","1997. Genetic Programming 1997: Proceedings of the Second Annual Conference,"
593544,http:///cm.bell-labs.com/cm/cs/who/lorenz/papers/gp96.ps,Toward simulated evolution of machine-language iteration.,L. Huelsbergen.,"In Proceedings of the Conference on Genetic-Programming,"
593559,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1998/CSRP-98-13.ps.gz,"The GP-Music System: Interactive Genetic Programming for Music Composition,","Johanson, B. E.,",
593560,http:///www.cs.bham.ac.uk/~rmp/eebic/WSC2/gp-music/gp-music-auto-raters.ps.gz,"B.E., 'Automated Fitness Raters for the GP-Music System,'","Johanson,",
593649,http:///www.cogs.susx.ac.uk/users/ibrahim/epconf.ps,Evolution of learning rules for supervised tasks i: Simple learning problems.,I. Kuscu.,
593649,http:///www.cs.jhu.edu/~sheppard/cs.605.755/papers/paper8-1.ps,Evolution of learning rules for supervised tasks i: Simple learning problems.,I. Kuscu.,
593649,http:///www.cs.jhu.edu/~sheppard/cs.605.755/papers/paper8-2.ps,Evolution of learning rules for supervised tasks i: Simple learning problems.,I. Kuscu.,
593765,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/ga_papers/WBL_swales.ps,Scheduling planned maintenance of the national grid.,W. B. Langdon.,"Evolutionary Computing, number 993 in Lecture Notes in Computer Science,"
593765,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/ga_papers/grid_aisb-95.ps,Scheduling planned maintenance of the national grid.,W. B. Langdon.,"Evolutionary Computing, number 993 in Lecture Notes in Computer Science,"
593813,http://ftp://cs.ucl.ac.uk/genetic/papers/WBL.gpgrid_gp96.ps,Scheduling maintenance of electrical power transmission networks using genetic programming.,W. B. Langdon and P. C. Treleaven.,"Artificial Intelligence Techniques in Power Systems, chapter 10,"
593813,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/papers/CSRP-97-26.ps.gz,Scheduling maintenance of electrical power transmission networks using genetic programming.,W. B. Langdon and P. C. Treleaven.,"Artificial Intelligence Techniques in Power Systems, chapter 10,"
593813,http:///www.bioele.nuee.nagoya-u.ac.jp/wsc1/papers/files/langdon.ps.gz,Scheduling maintenance of electrical power transmission networks using genetic programming.,W. B. Langdon and P. C. Treleaven.,"Artificial Intelligence Techniques in Power Systems, chapter 10,"
593859,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1997/CSRP-97-04.ps.gz,Price\'s theorem and the MAX problem.,W. B. Langdon and R. Poli.,
593921,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1997/CSRP-97-14.ps.gz,Fitness causes bloat in variable size representations.,W. B. Langdon.,
593942,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/papers/WBL.antspace_gp98.ps.gz,Why ants are hard.,W. B. Langdon and R. Poli.,
593942,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1998/CSRP-98-04.ps.gz,Why ants are hard.,W. B. Langdon and R. Poli.,
594011,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/papers/WBL.wcci98_bloat.ps.gz,The evolution of size in variable length representations.,W. B. Langdon.,In 1998 IEEE International Conference on Evolutionary Computation.
594025,http:///www.cogs.susx.ac.uk/users/ibrahim/ep98.ps,Evolving a generalised behavior: Artificial ant problem revisited.,Ibrahim Kuscu.,"Seventh Annual Conference on Evolutionary Programming,"
594039,http://ftp://ftp.cs.rochester.edu/pub/u/rosca/gp/jrphdd.ps.gz,Hierarchical Learning with Procedural Abstraction Mechanisms.,Justinian P. Rosca.,
594047,http://ftp://ftp.daimi.aau.dk/pub/stud/hhl/bodyplan.ps.Z,A Hybrid GP/GA Approach for Co-evolving Controllers and Robot Bodies to Achieve Fitness-Specified Tasks.,"W.-P. Lee, J. Hallam, H. H. Lund.","In Proceedings of IEEE International Conference on Evolutionary Computation,"
594048,http://ftp://ftp.daimi.aau.dk/pub/stud/hhl/sufficient.ps.Z,Sufficient Neurocontrollers can be Surprisely Simple.,"H. H. Lund, J. Hallam.",
594049,http://ftp://ftp.daimi.aau.dk/pub/stud/hhl/track.ps.Z,Mobile Robot Tracking.,"H. H. Lund, E. d. Ves, J. Hallam.",
594119,http://ftp://ftp.cs.bham.ac.uk/pub/authors/W.B.Langdon/papers/moore/moore.maics97.ps.gz,"A Genetic Programming Approach to Strategy Optimization in the Extended Two-Dimensional Pursuer/Evader Problem,","Moore, F. W. and O. N. Garcia,","et al , Proceedings of the Genetic Programming 1997 Conference,"
594252,http://ftp://ftp.cs.bham.ac.uk/pub/tech-reports/1996/CSRP-96-19.ps.gz,Evolution of recursive transistion networks for natural language recognition with parallel distributed genetic programming.,Riccardo Poli.,
594387,http:///www.tik.ee.ethz.ch/~blickle/ppsn1.ps.gz,Evolving compact solutions in genetic programming: A case study.,Tobias Blickle.,Parallel Problem Solving from Nature IV Proceedings of the International Conference on Evolutionary Computing.
594483,http:///www.eece.unm.edu/grad/tunstel/papers/GP_Fuzzy96.ps,Jamshidi 'On Genetic Programming of Fuzzy Rule-Based Systems for Intelligent Control.',"Tunstel, E. and M.",
594505,http:///www.cs.ucl.ac.uk/staff/K.Vekaria/publications/gp97.ps,(1997) Genetic Programming with Gene Dominance.,Vekaria K. & Clack C.,"Late Breaking Papers at the Genetic Programming 1997 Conference,"
594505,http:///www.cs.ucl.ac.uk/staff/K.Vekaria/publications/haploidGP.ps,(1997) Genetic Programming with Gene Dominance.,Vekaria K. & Clack C.,"Late Breaking Papers at the Genetic Programming 1997 Conference,"
594511,http:///www.cs.ucl.ac.uk/staff/T.Yu/ep97.ps,"Performance enhanced genetic programming,","Clack, C., and Yu, T.","Proceedings of the Sixth International Conference on Evolutionary Programming,"
594511,http:///www.cs.ucl.ac.uk/staff/t.yu/ep97.ps,"Performance enhanced genetic programming,","Clack, C., and Yu, T.","Proceedings of the Sixth International Conference on Evolutionary Programming,"
594543,http:///www.cs.umsl.edu/Faculty/janikow/psdocs/cgp.CMwA.ps,"A methodology for processing problem constraints in genetic programming. Computers and Mathematics with Application,","Janikow, C.,",
594649,http://ftp://borneo.gmd.de/pub/as/ga/gmd_as_ga-94_07.ps,Effects of Occam\'s razor in evolving sigma-pi neural networks.,"Zhang, B.-T.","Lecture Notes in Computer Science 866: Parallel Problem Solving from Nature),"
594885,http:///www.rt.e-technik.tu-darmstadt.de/LIT/rst_95_03.ps.gz,BioX++ New results and conceptions concerning the intelligent control of biotechnological processes.,"K. D. Bettenhausen, S. Gehlen, P. Marenbach, and H. Tolle.","6th International Conference on Computer Applications in Biotechnology,"
594897,http:///www.wi.leidenuniv.nl/~gusz/eufit96.ps.gz,Wesseling. Comparing Adaptive and Traditional Techniques for Direct Marketing.,"A.E. Eiben, T.J. Euverman, W. Kowalczyk, E. Peelen, F. Slisser and J.A.M.","Proceedings of the 4th European Congress on Intelligent Techniques and Soft Computing,"
594898,http:///www.wi.leidenuniv.nl/~gusz/pal.ps.gz,"Modelling Customer Retention with Statistical Techniques, Rough Data Models and Genetic Programming.","A.E. Eiben, T.J. Euverman, W. Kowalczyk and F. Slisser.",
594900,http:///www.irsip.na.cnr.it/~hotg/papers/kc.ps,Genetic programming estimates of kol-mogorov complexity.,"I. De Falco, M. Conte, A. Della Cioppa, E. Tarantino, and G. Tautteur.","Genetic Algorithms: Proceedings of the Seventh International Conference,"
594901,http:///www.seas.gwu.edu/student/gritz/papers/gritz-gp97/gritz-gp97.ps.gz,Genetic programming evolution of controllers for 3-D character animation.,Larry Gritz and James K. Hahn.,"Genetic Programming 1997: Proceedings of the Second Annual Conference,"
594922,http://ftp://ftp.daimi.aau.dk/pub/stud/hhl/ebbicec97.ps.Z,Applying genetic programming to evolve behavior primitives and arbitrators for mobile robots.,"Wei-Po Lee, John Hallam, and Henrik Hautop Lund.","In Proceedings of IEEE 4th International Conference on Evolutionary Computation,"
594961,http:///www.cs.cmu.edu/afs/cs/usr/astro/public/papers/GR.ps,Automatically choosing the number of fitness cases: The rational allocation of trials.,Astro Teller and David Andre.,"Genetic Programming 1997: Proceedings of the Second Annual Conference,"
594961,http:///www.cs.cmu.edu/~dandre/papers/rat.ps,Automatically choosing the number of fitness cases: The rational allocation of trials.,Astro Teller and David Andre.,"Genetic Programming 1997: Proceedings of the Second Annual Conference,"
594965,http:///www.geog.leeds.ac.uk/staff/i.turton/ai/ukpar96.ps.Z,Some geographic applications of genetic programming on the cray T3D supercomputer.,"Turton, Openshaw, and Diplock.",
595056,http://ftp://cs.ucl.ac.uk/genetic/papers/senet.ps.gz,Using genetic programming to evolve board evaluation functions.,Gabriel J. Ferrer and Worthy N. Martin.,"In Proceedings of the 1995 IEEE Conference on Evolutionary Computation,"
595056,http:///www.cs.virginia.edu/~gjf2a/research/papers/senet.ps,Using genetic programming to evolve board evaluation functions.,Gabriel J. Ferrer and Worthy N. Martin.,"In Proceedings of the 1995 IEEE Conference on Evolutionary Computation,"
595056,http:///www.cs.virginia.edu/~gjf2a/research/papers/thesis.ps,Using genetic programming to evolve board evaluation functions.,Gabriel J. Ferrer and Worthy N. Martin.,"In Proceedings of the 1995 IEEE Conference on Evolutionary Computation,"
595063,http:///vlsicad.cs.ucla.edu/~abk/papers/conference/c51.ps,Improving the performance of evolutionary optimization by dynamically scaling the evolution function.,Alex S. Fukunaga and Andrew B. Kahng.,"In 1995 IEEE Conference on Evolutionary Computation,"
595157,http:///www.ai.mit.edu/people/unamay/papers/submission.ps,Investigating the generality of automatically defined functions.,Una-May O\'Reilly.,"Genetic Programming 1996: Proceedings of the First Annual Conference,"
595193,http:///www.cs.umd.edu/users/seanl/papers/culture-gp96.ps,Cultural transmission of information in genetic programming.,Lee Spector and Sean Luke.,"Genetic Programming 1996: Proceedings of the First Annual Conference,"
595193,http:///www.cs.umd.edu/users/seanl/papers/culture-gp96.ps.gz,Cultural transmission of information in genetic programming.,Lee Spector and Sean Luke.,"Genetic Programming 1996: Proceedings of the First Annual Conference,"
595235,http:///www.bioele.nuee.nagoya-u.ac.jp/wec/papers/files/yang.ps.gz,An evolutionary algorithm for parametric array signal processing.,Dekun Yang and Stuart J. Flockton.,"Evolutionary Computing, number 993 in Lecture Notes in Computer Science,"
595332,http://ftp://ftp.cs.toronto.edu/csri-technical-reports/319/319.ps.Z,Detecting and correcting malapropisms with lexical chains.,"St-Onge, D.",
595373,http://ftp://ftp.cs.unc.edu/pub/users/dewan/papers/cse.ps.Z,Toward computer-supported concurrent software engineering.,Prasun Dewan and John Riedl.,
